location,taxa_mortalidade
France,0.6040035264177404
India,1.198790967650664
Russia,2.0967348790791447
United Kingdom,0.8457708977553053
Japan,0.4646106919621377
South Korea,0.20099796600919514
Germany,0.7839931896881083
Brazil,2.2458609955648607
Italy,1.1992249863608961
United States,1.20914429018161
